,trend,season,noise
136,468.825909647315,4.972165300080243,11.201925052604786
137,464.9781669903054,-29.87939808539856,5.901231095093163
138,461.46645766531907,-14.447044584373282,-18.01941308094579
139,458.2359164406496,82.92307050703229,57.84101305231812
140,455.2757393466588,4.972165300080243,3.7520953532609758
141,452.5489671472543,-29.87939808539856,1.3304309381442572
142,450.0438333679246,-14.447044584373282,0.4032112164486765
143,447.7305665330555,82.92307050703229,43.34636295991223
144,445.5893409695247,4.972165300080243,-7.5615062696049415
145,443.61511333446066,-29.87939808539856,-3.7357152490620997
146,441.7975194154784,-14.447044584373282,-7.350474831105123
147,440.10947611277277,82.92307050703229,8.96745338019494
148,438.55572093563467,4.972165300080243,-10.52788623571491
149,437.1293809222391,-29.87939808539856,13.75001716315948
150,435.80166633707296,-14.447044584373282,-11.354621752699677
151,434.5905780230421,82.92307050703229,-5.513648530074391
152,433.4692038669396,4.972165300080243,10.55863083298015
153,432.4340955191176,-29.87939808539856,-21.55469743371903
154,431.48753094144087,-14.447044584373282,5.959513642932416
155,430.62123656618536,82.92307050703229,17.455692926782348
156,429.8274768784072,4.972165300080243,-8.799642178487439
157,429.1041931805056,-29.87939808539856,8.775204904892956
158,428.4495452887773,-14.447044584373282,1.997499295595981
159,427.85162602686876,82.92307050703229,9.22530346609895
160,427.31429710360806,4.972165300080243,-23.286462403688297
161,426.83128890164056,-29.87939808539856,1.0481091837579974
162,426.39658846076355,-14.447044584373282,-13.94954387639027
163,426.014430672582,82.92307050703229,-1.9375011796143156
164,425.67407342546267,4.972165300080243,1.3537612744570913
165,425.3700073704117,-29.87939808539856,2.5093907149868464
166,425.11173370824366,-14.447044584373282,-4.66468912387038
167,424.88397013067606,82.92307050703229,18.192959362291646
168,424.69138506686585,4.972165300080243,-1.6635503669460912
169,424.5337205598157,-29.87939808539856,2.3456775255828397
170,424.40093841396504,-14.447044584373282,-6.953893829591754
171,424.292912376283,82.92307050703229,9.78401711668468
172,424.21444184123294,4.972165300080243,5.813392858686817
173,424.1458448295627,-29.87939808539856,-11.266446744164131
174,424.10177859441114,-14.447044584373282,14.345265989962138
175,424.0773081096302,82.92307050703229,13.999621383337484
176,424.0675220658042,4.972165300080243,-8.039687365884454
177,424.0675220658042,-29.87939808539856,7.811876019594347
178,424.07241493417456,-14.447044584373282,4.374629650198722
179,424.0822015922061,82.92307050703229,-7.005272099238397
180,424.10177859441114,4.972165300080243,21.926056105508614
181,424.1262567615734,-29.87939808539856,-14.246858676174856
182,424.1458448295627,-14.447044584373282,6.301199754810591
183,424.16543781932444,82.92307050703229,-15.088508326356731
184,424.1752361605721,4.972165300080243,-1.147401460652369
185,424.18503573310613,-29.87939808539856,13.694362352292426
186,424.18013579291085,-14.447044584373282,-3.733091208537564
187,424.16543781932444,82.92307050703229,-1.088508326356731
188,424.1360501804865,4.972165300080243,5.8917845194332505
189,424.09198947885795,-29.87939808539856,-14.212591393459395
190,424.0283901697053,-14.447044584373282,11.418654414667992
191,423.9404151605113,82.92307050703229,-16.863485667543586
192,423.83790300081466,4.972165300080243,6.189931699105094
193,423.70142957825135,-29.87939808539856,-3.8220314928527905
194,423.5408922645852,-14.447044584373282,2.9061523197881005
195,423.3515920915818,82.92307050703229,-52.27466259861407
196,423.1289051567573,4.972165300080243,-12.10107045683754
197,422.8683009039715,-29.87939808539856,10.011097181427072
198,422.579761539648,-14.447044584373282,-0.13271695527473604
199,422.25404056689086,82.92307050703229,-23.177111073923157
200,421.88209471129403,4.972165300080243,11.145739988625728
201,421.46932553574703,-29.87939808539856,-5.589927450348473
202,421.0210979544372,-14.447044584373282,-1.5740533700639272
203,420.5193410086026,82.92307050703229,-12.442411515634916
204,419.9790341309619,4.972165300080243,2.0488005689578506
205,419.38718891171317,-29.87939808539856,-6.507790826314608
206,418.7495862215226,-14.447044584373282,-10.302541637149295
207,418.0628712089549,82.92307050703229,-27.985941715987195
208,417.3284053097854,4.972165300080243,-2.3005706098656526
209,416.54761720401854,-29.87939808539856,3.3317808813800234
210,415.7088221680375,-14.447044584373282,8.738222416335782
211,414.8226932796322,82.92307050703229,-9.745763786664469
212,413.88670173677866,4.972165300080243,-3.8588670368589044
213,412.8985840595978,-29.87939808539856,14.980814025800765
214,411.85635361948516,-14.447044584373282,21.59069096488812
215,410.7665383205802,82.92307050703229,-5.6896088276124885
216,409.6233085689995,4.972165300080243,-0.5954738690797479
217,408.4333308054153,-29.87939808539856,-4.553932720016764
