,trend,season,noise,s_noise
136,453.26274940200193,5.407538754031523,26.329711843966546,26.329711843966546
137,452.1111407780459,-29.80646663068868,18.695325852642757,18.695325852642757
138,450.98894514929793,-14.236536189831241,-7.752408959466692,-7.752408959466692
139,449.8952313824211,82.85933062785725,66.24543798972164,38.00772331019287
140,448.82245261530437,5.407538754031523,9.770008630664105,9.770008630664105
141,447.78317397835394,-29.80646663068868,6.023292652334735,6.023292652334735
142,446.7698459756583,-14.236536189831241,3.466690214172928,3.466690214172928
143,445.7881254580903,82.85933062785725,45.35254391405246,19.060317480894824
144,444.8243701982313,5.407538754031523,-7.231908952262816,-7.231908952262816
145,443.88438434857903,-29.80646663068868,-4.0779177178903545,-4.0779177178903545
146,442.97991173486764,-14.236536189831241,-8.7433755450364,-8.7433755450364
147,442.0915095252255,82.85933062785725,7.049159846917263,7.049159846917263
148,441.2248536708287,5.407538754031523,-13.632392424860203,-13.632392424860203
149,440.3793738589227,-29.80646663068868,10.427092771765988,10.427092771765988
150,439.54857821930784,-14.236536189831241,-15.3120420294766,-15.3120420294766
151,438.7497848194294,82.85933062785725,-9.609115447286655,-9.609115447286655
152,437.96465476109177,5.407538754031523,5.627806484876712,5.627806484876712
153,437.19865667503484,-29.80646663068868,-26.39219004434616,-26.39219004434616
154,436.4627775660444,-14.236536189831241,0.773758623786847,0.773758623786847
155,435.7335857003912,82.85933062785725,12.407083671751565,12.407083671751565
156,435.03345472048494,5.407538754031523,-14.440993474516464,-14.440993474516464
157,434.3449726173215,-29.80646663068868,3.461494013367176,3.461494013367176
158,433.67342835356203,-14.236536189831241,-3.436892163730789,-3.436892163730789
159,433.01845520434597,82.85933062785725,4.122214167796784,4.122214167796784
160,432.3797012078671,5.407538754031523,-28.787239961898596,-28.787239961898596
161,431.76222376512595,-29.80646663068868,-3.955757134437274,-3.955757134437274
162,431.1602212072271,-14.236536189831241,-18.923685017395854,-18.923685017395854
163,430.5733857487244,82.85933062785725,-6.432716376581624,-6.432716376581624
164,429.99614502598024,5.407538754031523,-3.4036837800117636,-3.4036837800117636
165,429.44404498729403,-29.80646663068868,-1.6375783566053563,-1.6375783566053563
166,428.89577891204544,-14.236536189831241,-8.659242722214202,-8.659242722214202
167,428.371972024882,82.85933062785725,14.768697347260769,14.768697347260769
